,label,sentence,translate_result
238,1,"rich in atmosphere of the post-war art world , it manages to instruct without reeking of research library dust .","rich in the atmosphere of post -war art world, it manages to teach without dust from research institutes."
239,1,more good than great but freeman and judd make it work .,"more good than big, but free man and Judd make it work."
240,1,"it 's nice to see piscopo again after all these years , and chaykin and headly are priceless .","It's nice to see Piscopo again after all these years, and chaykin and headless are priceless."
241,1,"never again , while nothing special , is pleasant , diverting and modest -- definitely a step in the right direction .","never again, although nothing special, is pleasant, entertaining and modest -- definitely a step in the right direction."
242,0,"if the last man were the last movie left on earth , there would be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows .","If the last man was the last film on Earth, there would be a toss between the presidency over the end of the cinema as we know it, and another night of delightful handshakes."
243,1,"she is a lioness , protecting her cub , and he a reluctant villain , incapable of controlling his crew .","She's a lion protecting her boy, and he's a reluctant villain unable to control his crew."
244,1,this is an interesting movie ! '',This is an interesting film!''
245,0,"it 's simply stupid , irrelevant and deeply , truly , bottomlessly cynical .","It's just stupid, irrelevant and deep, really, bottomless cynical."
246,0,"the movie is almost completely lacking in suspense , surprise and consistent emotional conviction .","the film is almost completely lacking in tension, surprise and consistent emotional conviction."
247,0,"the characters are so generic and the plot so bland that even as rogue cia assassins working for chris cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for damon\/bourne or his predicament .","The characters are so generic and the plot so thready that even as rogue CIA assassins working for Chris Cooper's Agency boss, close to the resourceful Amnesiac, we don't feel much for Damon \\bourne or his predicament."
248,0,like a can of 2-day old coke .,Like a can of two -day coke.
249,1,this masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short .,"This skillfully calibrated psychological thriller thrives on its tight performances and creepy atmosphere, even if the script falls a little short."
250,0,"yes , i suppose it 's lovely that cal works out his issues with his dad and comes to terms with his picture-perfect life -- but world traveler gave me no reason to care , so i did n't .","Yes, I suppose i t's nice that Cal i s solving his problems with his father and getting along with his picture - perfect life, but the world -builder gave me no reason to care, so I didn't."
251,0,that the film opens with maggots crawling on a dead dog is not an out of place metaphor .,That the movie starts with maggots crawling on a dead dog is not a misguided metaphor.
252,1,"if the plot seems a bit on the skinny side , that 's because panic room is interested in nothing more than sucking you in ... and making you sweat .","If the plot appears a little on the thin side, it's because the panic room is interested in nothing more than sucking you dry and making you sweat."
253,1,drumline ably captures the complicated relationships in a marching band .,drumline captures the complicated relationships in a leaf chapel.
254,1,"the entire cast is first-rate , especially sorvino .","The entire cast is first class, especially sorvino."
255,0,it 's a drag how nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .,"It is a burden, as nice working women see it, or at least this working woman, for whom she shows little understanding."
256,0,nothing about this movie works .,nothing about this movie works.
257,1,a solidly entertaining little film .,a very entertaining little film.
258,1,"-lrb- `` safe conduct '' -rrb- is a long movie at 163 minutes but it fills the time with drama , romance , tragedy , bravery , political intrigue , partisans and sabotage .","-lrb -""safe conduct""-rrb ""is a long film in 163 minutes, but it fills time with drama, romance, tragedy, bravery, political intrigue, partisans and sabotage."
259,1,"although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel .","Although mainstream American films tend to take advantage of the familiar, occasionally a Marge film gives viewers the chance to learn, grow, travel."
260,0,"a hit - and-miss affair , consistently amusing but not as outrageous or funny as cho may have intended or as imaginative as one might have hoped .","A hit and miss affair, consistently amusing, but not as grotesque or funny as Cho intended or as resourceful as one had hoped."
261,1,"this is an exercise in chilling style , and twohy films the sub , inside and out , with an eye on preserving a sense of mystery .","This is an exercise in cool style, and two films the Sub, inside and outside, with a view to preserving a secret."
262,0,"hey everybody , wanna watch a movie in which a guy dressed as a children 's party clown gets violently gang-raped ?","Hey, guys, you want to watch a movie where a guy dressed as a kids' party clown gets raped by a gang?"
263,1,"it makes compelling , provocative and prescient viewing .","makes captivating, provocative and forward -looking."
264,1,a flawed but engrossing thriller .,a flawed but captivating thriller.
265,0,never comes together as a coherent whole .,never come together as a coherent whole.
266,0,a decided lack of spontaneity in its execution and a dearth of real poignancy in its epiphanies .,a decisive lack of spontaneity in his performance and a lack of real sharpness in his epiphanies.
267,1,what sets ms. birot 's film apart from others in the genre is a greater attention to the parents -- and particularly the fateful fathers -- in the emotional evolution of the two bewitched adolescents .,What distinguishes Ms. Birot's film from others in this genre is greater attention for the parents and especially for the fateful fathers in the emotional development of the two enchanted youths.
268,0,"like most of jaglom 's films , some of it is honestly affecting , but more of it seems contrived and secondhand .","Like most Jaglom's movies, some of them seem honest, but more of them seem invented and secondhand."
269,1,"it 's a wise and powerful tale of race and culture forcefully told , with superb performances throughout .","It is a wise and powerful history of race and culture told powerfully, with excellent achievements everywhere."
270,1,one of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm .,One of those great documentaries that collect a lot of people who get excited about something and then find out how we share their enthusiasm.
271,0,"not only are the film 's sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .","The sopranos of the film are not only incredibly outdated and unfriendly, they also show how desperate the makers of this ``we'-do '-it'-for'' continuation were."
272,0,i have to admit that i am baffled by jason x.,"I have to admit, I'm confused about Jason X."
273,1,"the film gets close to the chimps the same way goodall did , with a serious minded patience , respect and affection .","The film approaches the chimpanzees just as well, with serious patience, respect and affection."
274,0,"a rip-off twice removed , modeled after -lrb- seagal 's -rrb- earlier copycat under siege , sometimes referred to as die hard on a boat .","a drawing twice removed, modeled after -lrb - seagal's -rrb - former imitator under siege, sometimes as the hard one on a boat."
275,1,"ms. seigner and mr. serrault bring fresh , unforced naturalism to their characters .","Ms. Seigner and Mr. serrault bring their characters fresh, non -coerced naturalism."
276,0,"that 's muy loco , but no more ridiculous than most of the rest of `` dragonfly . ''","This is muy loco, but no more ridiculous than most other dragonflies.''"
277,0,but the movie that does n't really deliver for country music fans or for family audiences,but the film that does not really deliver for country music fans or for family audiences
278,1,"if you answered yes , by all means enjoy the new guy .","If you've answered yes, enjoy the new one."
279,1,generates an enormous feeling of empathy for its characters .,creates an enormous empathy for his characters.
280,1,"the low-key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love .","the low -key direction is pleasantly emphasized in this really intense, claustrophobic narrative of obsessive love."
281,1,"those prone to indignation need not apply ; those susceptible to blue hilarity , step right up .",Those who are prone to indignation do not have to apply; those who are susceptible to blue bliss will step down immediately.
282,1,an intriguing look at the french film industry during the german occupation ; its most delightful moments come when various characters express their quirky inner selves .,a fascinating view of the French film industry during the German occupation; their most beautiful moments come when different characters express their quirky inner self.
283,1,would make an excellent companion piece to the similarly themed ` the french lieutenant 's woman . ',would be an excellent companion for the French lieutenant's wife.
284,1,"if you like quirky , odd movies and\/or the ironic , here 's a fun one .","If you like weird, weird movies and the ironic ones, here's a funny one."
285,0,"no french people were harmed during the making of this movie , but they were insulted and the audience was put through torture for an hour and a half .","No French were injured in making this film, but they were insulted and the audience was tortured for an hour and a half."
286,1,woody allen can write and deliver a one liner as well as anybody .,Woody Allen can write and deliver a liner like anyone else.
287,1,the most consistently funny of the austin powers films .,The consistently funny Austin Powers movies.
288,1,"it 's both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate gantz brothers as ordinary , pasty lumpen .","It is both humiliating and strange liberating to see people working so hard to lead a life of sexy intrigues, only to be revealed as usual by the passionless Gantz brothers."
289,1,paid in full is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks .,"Fully paid is remarkably captivating, although noticeably derived from Goodfells and at least half a dozen other problems -in -the -ghetto movies."
290,0,"the plot has a number of holes , and at times it 's simply baffling .","The plot has a number of holes, and sometimes it's just amazing."
291,0,"the redeeming feature of chan 's films has always been the action , but the stunts in the tuxedo seem tired and , what 's worse , routine .","The redeeming feature of chan's films has always been the action, but the stunts in the tux seem tired and, worse, routine."
292,0,amazingly lame .,Amazingly lame.
293,0,not even felinni would know what to make of this italian freakshow .,Not even Felnni would know what to do with this Italian freak show.
294,1,"garcía bernal and talancón are an immensely appealing couple , and even though their story is predictable , you 'll want things to work out .","Garc237A Bernal and talancHob243n are a very attractive couple, and although their history is predictable, you want things to work."
295,1,-- but certainly hard to hate .,But I'm sure it's hard to hate.
296,1,"finely crafted , finely written , exquisitely performed","finely worked, finely written, exquisitely executed"
297,0,parker can not sustain the buoyant energy level of the film 's city beginnings into its country conclusion ',Parker can't keep the vibrant energy of the film Beginning of the city in his country Conclusion '
298,1,"the story is a rather simplistic one : grief drives her , love drives him , and a second chance to find love in the most unlikely place - it struck a chord in me .","The story is quite simple: grief drives them, love drives them, and a second chance to find love in the most unlikely place struck a chord in me."
299,0,a cockeyed shot all the way .,A bullet went all the way.
300,0,clare peploe 's airless movie adaptation could use a little american pie-like irreverence .,"Clare Peploe's Airless Film Adaption could use a little American cake, like disrespect."
301,0,"a woefully dull , redundant concept that bears more than a whiff of exploitation , despite iwai 's vaunted empathy .","a sad, boring, redundant concept that bears more than a hint of exploitation, despite the empathic empathy of Iwai."
302,1,a cutesy romantic tale with a twist .,a sweet romantic tale with a twist.
303,0,about one in three gags in white 's intermittently wise script hits its mark ; the rest are padding unashamedly appropriated from the teen-exploitation playbook .,About one of three Gags in White's intermittent white script hits its mark; the others are shamelessly padded by the teenage exploitative playbook.
304,0,"it plods along methodically , somehow under the assumption that its `` dead wife communicating from beyond the grave '' framework is even remotely new or interesting .","It goes along methodically, somehow assuming that his ""dead wife communicating from beyond the grave"" is even remotely new or interesting."
305,1,give credit to everyone from robinson down to the key grip that this bold move works .,acknowledge to everyone from Robinson to the keystroke that this bold step works.
306,0,"enough said , except : film overboard !","Enough said, except: film on board!"
307,1,a suffocating rape-payback horror show that hinges on the subgenre 's most enabling victim ... and an ebullient affection for industrial-model meat freezers .,A suffocating rape revenge horror show that relies on the most favored victim of the subgenre and a vibrant affection for industrial models meat refrigerators.
308,1,"while we no longer possess the lack-of-attention span that we did at seventeen , we had no trouble sitting for blade ii .","While we no longer have the lack of attention that we have had in seventeen years, we have had no problem sitting on Blade II."
309,0,a collage of clichés and a dim echo of allusions to other films .,a collage of ClichDoub233s and a dark echo of allusions to other films.
310,1,combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why did n't hollywood think of this sooner ?,Combine the paranoid claustrophobia of a submarine movie with the disturbing horror of the supernatural. Why didn't Hollywood think of that before?
311,0,"if damon and affleck attempt another project greenlight , next time out they might try paying less attention to the miniseries and more attention to the film it is about .","When Damon and affleck try another project greenlaght, next time try to pay less attention to the mini series and pay more attention to the movie."
312,0,"the screenplay by james eric , james horton and director peter o'fallon ... is so pat it makes your teeth hurt .","Written by James Eric, James Horton and director Peter O'Fallonist so well that his teeth hurt."
313,0,i 'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment .,I'm thumbing it down because of the endless repetitive scenes of embarrassment.
314,0,"not only does leblanc make one spectacularly ugly-looking broad , but he appears miserable throughout as he swaggers through his scenes .","Leblanc not only makes a spectacularly ugly -looking broad, but he also looks unhappy while proudly prowling through his scenes."
315,1,"an elegant work , food of love is as consistently engaging as it is revealing .","an elegant work, food of love is engaged as consistently as it reveals."
316,1,"the pain , loneliness and insecurity of the screenwriting process are vividly and painfully brought to slovenly life in this self-deprecating , biting and witty feature written by charlie kaufman and his twin brother , donald , and directed by spike jonze .","Pain, loneliness and insecurity of the script become vivid and painful in this self -depressing, biting and funny feature, written by Charlie Kaufman and his twin brother Donald, and directed by Spike jonze."
317,0,... a weak and ineffective ghost story without a conclusion or pay off .,...A weak and ineffective ghost story without conclusion or payment.
318,1,if you 're a fan of the series you 'll love it and probably want to see it twice .,"If you're a fan of the show, you'll love it and probably want to see it twice."
319,0,the film never finds its tone and several scenes run too long .,The film never finds its sound and several scenes run too long.
320,0,suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands .,suffers from a lack of clarity and boldness demanded by such a monstrous and pathetic subject as Dahmer.
321,0,it 's not a motion picture ; it 's an utterly static picture .,It is not a film; it is a completely static picture.
322,0,it 's probably not easy to make such a worthless film ...,It's probably not easy making such a worthless movie.
323,1,the film is bright and flashy in all the right ways .,The film is bright and shiny in all the right ways.
324,1,"a brisk , reverent , and subtly different sequel .","a lively, honorable, and subtly different sequel."
325,1,a macabre and very stylized swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters .,a macabre and very stylized Swedish film series about a modern city in which all the religious and civic virtues that hold society in place disintegrate.
326,1,does an impressive job of relating the complicated history of the war and of filling in the background .,makes an impressive work of the complicated history of the war and of the fulfilment of the background.
327,1,a fascinating documentary that provides a rounded and revealing overview of this ancient holistic healing system,a fascinating documentary that provides a round and informative overview of this old holistic healing system
328,0,a cautionary tale about the folly of superficiality that is itself endlessly superficial .,"a cautionary tale about the folly of superficiality, which itself is infinitely superficial."
329,0,"quitting , however , manages just to be depressing , as the lead actor phones in his autobiographical performance .","but manages to be simply depressing, as the main actor telephones in his autobiographical performance."
330,0,"i did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes .","I went back and checked the last ten minutes, but these were more repulsive than the first 30's or 40 minutes."
331,0,"in the end , the movie bogs down in insignificance , saying nothing about kennedy 's assassination and revealing nothing about the pathology it pretends to investigate .","In the end, the film is meaningless and says nothing about Kennedy's murder and reveals nothing about the pathology he's investigating."
332,1,it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .,It's refreshing to see a film that embraces its old -fashioned themes and comes out as something quite original.
333,1,it must be the end of the world : the best film so far this year is a franchise sequel starring wesley snipes .,It has to be the end of the world: the best movie this year is a franchise sequel with Wesley Snipes.
334,1,boomers and their kids will have a barrie good time .,Boomer and her kids are gonna have a barrel of fun.
335,1,wow .,Wow.
336,0,"if disney 's cinderella proved that ' a dream is a wish your heart makes , ' then cinderella ii proves that a nightmare is a wish a studio 's wallet makes .","If Disney's Cinderella has proven that a dream is a wish made by your heart, then Cinderella II proves that a nightmare is a wish made by a studio's purse."
337,0,"been there , done that ... a thousand times already , and better .","I've done it. A thousand times, and better."
338,0,an infuriating film .,an annoying movie.
339,1,a film with a great premise but only a great premise .,"a film with a great premise, but only a great premise."
340,0,"seagal ran out of movies years ago , and this is just the proof .","Seagal ran out of movies years ago, and that's just proof."
341,0,a backhanded ode to female camaraderie penned by a man who has little clue about either the nature of women or of friendship .,"a subtle ode to female camaraderie, written by a man who has little knowledge of the nature of women or friendship."
342,0,the fetid underbelly of fame has never looked uglier .,The fiery underbelly of fame never looked uglier.
343,1,"by halfway through this picture i was beginning to hate it , and , of course , feeling guilty for it ... then , miracle of miracles , the movie does a flip-flop .","Halfway through this picture I started to hate it, and of course I felt guilty about it. Then, miraculously, the movie makes a flip -flop."
344,0,"soulless and -- even more damning -- virtually joyless , xxx achieves near virtuosity in its crapulence .","soulless and --still destructive -- practically joyless, xxx almost achieves virtuosity in its dice game."
345,1,"what the movie lacks in action it more than makes up for in drama , suspense , revenge , and romance .","what the film actually lacks more than balance in drama, tension, revenge, and romance."
346,1,"sweet home alabama is n't going to win any academy awards , but this date-night diversion will definitely win some hearts .","Alabama won't win any academic awards, but this date night change is definitely gonna win some hearts."
347,1,it 's a satisfying summer blockbuster and worth a look .,It is worth a satisfying summer blockbuster and a look.
348,0,a party-hearty teen flick that scalds like acid .,A party -hearty Teen Flick that burns like acid.
349,1,the movie is ... very funny as you peek at it through the fingers in front of your eyes .,The film is... very funny when you see it through your fingers in front of your eyes.
350,0,"while the story is better-focused than the incomprehensible anne rice novel it 's based upon , queen of the damned is a pointless , meandering celebration of the goth-vampire , tortured woe-is-me lifestyle .","While history is more focused than the incomprehensible Anne Reisroman on which it is based, the Queen of the Damned is a meaningless, empowering celebration of the Goth vampire, tortured woe is -me lifestyle."
351,1,"originality ai n't on the menu , but there 's never a dull moment in the giant spider invasion comic chiller .","Originality ai n't on the menu, but there's never a dull moment in the giant spider invasion comic chiller."
352,0,"like mike is a slight and uninventive movie : like the exalted michael jordan referred to in the title , many can aspire but none can equal .","as Mike is an easy and univentive film: like the exalted Michael Jordan referred to in the title, many can aspire, but none can equal."
353,1,"the cast , collectively a successful example of the lovable-loser protagonist , shows deft comic timing .","The cast, together a successful example of the lovable Loser protagonist, shows deft comic timing."
354,1,"a grittily beautiful film that looks , sounds , and feels more like an extended , open-ended poem than a traditionally structured story .","a strange beautiful film that looks more like an extended, open poem than a traditionally structured story."
355,1,strangely comes off as a kingdom more mild than wild .,"Strangely, it comes as a kingdom lighter than wild."
356,0,"a few hours after you 've seen it , you forget you 've been to the movies .","A few hours after you see it, you forget you were at the movies."
357,0,yet it 's not quite the genre-busting film it 's been hyped to be because it plays everything too safe .,But it's not quite the genre -cracking movie it was hypnotized because it plays everything too safe.
358,0,"the biggest problem with roger avary 's uproar against the mpaa is that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything .","The biggest problem with the excitement surrounding Roger Avary against the mpaa is that he himself made a film in all his director's cut glorrey'which is hardly shocking, hardly interesting and above all hardly anything."
359,1,"peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the dogtown experience .",Peralta incorporates the essence of the Dogtown experience in brilliant interviews and amazingly moving films from three decades ago.
360,1,manages to accomplish what few sequels can -- it equals the original and in some ways even betters it .,manages to achieve what few sequences can -- it corresponds to the original and in some ways even better.
361,0,the end result is like cold porridge with only the odd enjoyably chewy lump .,The end result is like cold brew with only the odd pleasantly chewing lump.
362,0,it shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action .,It shows that some studios firmly believe that people have lost the ability to think and will forgive any bad product as long as there is a little girl -on -girl action.
363,1,"despite a quieter middle section , involving aragorn 's dreams of arwen , this is even better than the fellowship .","Despite a calmer middle section that includes Aragon's dreams of arwen, this is even better than the community."
364,0,that such a horrible movie could have sprung from such a great one is one of the year 's worst cinematic tragedies .,That such a terrible movie could have come out of such a big one is one of the worst movie tragedies of the year.
365,1,a fleet-footed and pleasingly upbeat family diversion .,a lively and pleasantly cheerful family change.
366,1,australian filmmaker david flatman uses the huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them .,Australian filmmaker David Plattman uses the huge screen format to make an old -fashioned nature film that trains the viewers with words and pictures and makes them entertaining.
367,1,`` mr. deeds '' is suitable summer entertainment that offers escapism without requiring a great deal of thought .,"""Mr. Actions"" is a suitable summer entertainment that offers escape without great thought."
368,0,lame sweet home leaves no southern stereotype unturned .,"A lame, sweet home doesn't leave a southern cliche untouched."
369,0,rice is too pedestrian a filmmaker to bring any edge or personality to the rising place that would set it apart from other deep south stories .,"Rice is too pedestrian, a filmmaker to bring any advance or personality to the emerging place that would separate it from other deep southern stories."
370,0,it 's always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic .,It is always disappointing when a documentary film is not able to match it or give a new insight into the chosen subject.
371,0,"yet another iteration of what 's become one of the movies ' creepiest conventions , in which the developmentally disabled are portrayed with almost supernatural powers to humble , teach and ultimately redeem their mentally `` superior '' friends , family ...","yet another iteration of what has become one of the spooky conventions of the film, in which the mentally handicapped are depicted with almost supernatural powers in order to humiliate, teach and ultimately rescue their mentally superior ""friends,"" ""family""."
372,0,you may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie .,You may be offended that you wasted almost two hours of your own precious life with that silly little puddle of a movie.
373,1,mr. scorsese 's bravery and integrity in advancing this vision can hardly be underestimated .,Mr. Scorsese's bravery and integrity to advance this vision can hardly be underestimated.
374,0,more intellectually scary than dramatically involving .,Intellectually more frightening than dramatic.
375,0,"the movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the `` webcast . ''","The film is like a year late to tap into our reality TV obsession, and even later, because it takes advantage of the novelty of the ``webcast''."
376,1,fun and nimble .,Fun and fun.
377,0,"when the casting call for this movie went out , it must have read ` seeking anyone with acting ambition but no sense of pride or shame . '","When the casting call for this film ended, he must have read ``Looking for someone with an acting ambition, but no feeling of pride or shame'.'"
378,0,the movie is a desperate miscalculation .,The film is a desperate miscalculation.
379,0,"what they 're doing is a matter of plumbing arrangements and mind games , of no erotic or sensuous charge .","What they do is a question of sanitary arrangements and mind games, without erotic or sensual charge."
380,0,plays like a glossy melodrama that occasionally verges on camp .,plays like a shiny melodrama that occasionally lies on the camp.
381,0,what ultimately makes windtalkers a disappointment is the superficial way it deals with its story .,What ultimately makes Windtalker a disappointment is the superficial way she deals with her history.
382,1,polanski has found the perfect material with which to address his own world war ii experience in his signature style .,Polanski has found the perfect material to address his own world war II experience in his signature style.
383,0,"the main story ... is compelling enough , but it 's difficult to shrug off the annoyance of that chatty fish .","The main story... is convincing enough, but it is difficult to dismiss the harassment of this chatty fish."
384,1,"the film boasts at least a few good ideas and features some decent performances , but the result is disappointing .","The film boasts at least some good ideas and shows some decent performances, but the result is disappointing."
385,1,"it 's no surprise that as a director washington demands and receives excellent performances , from himself and from newcomer derek luke .","It's no surprise that as a director, Washington demands and receives outstanding performance from himself and Newcomer Derek Luke."
386,1,"if mostly martha is mostly unsurprising , it 's still a sweet , even delectable diversion .","If usually Martha is not surprising, it is still a sweet, even delicious distraction."
387,1,top-notch action powers this romantic drama .,Top Action makes this romantic drama possible.
388,1,roman polanski 's autobiographical gesture at redemption is better than ` shindler 's list ' - it is more than merely a holocaust movie .,Roman Polanski's autobiographical gesture at redemption is better than Shindler's list --it's more than just a holocaust movie.
389,0,"an admitted egomaniac , evans is no hollywood villain , and yet this grating showcase almost makes you wish he 'd gone the way of don simpson .","Evans is not a Hollywood villain, and yet this grid almost makes you wish he'd gone the way of Don Simpson."
390,1,"confessions may not be a straightforward bio , nor does it offer much in the way of barris ' motivations , but the film is an oddly fascinating depiction of an architect of pop culture .","Confessions may not be simple biography, they don't offer much in the kind of Barris' motivations, but the film is a strangely fascinating portrayal of an architect of pop culture."
391,0,the inherent limitations of using a video game as the source material movie are once again made all too clear in this schlocky horror\/action hybrid .,The inherent limitations of using a video game as a starting material -film are once again made too clear in this swallowy horror \action hybrid action.
392,1,takes a simple premise and carries it to unexpected heights .,takes a simple premise and carries it to unexpected heights.
393,0,"` moore is like a progressive bull in a china shop , a provocateur crashing into ideas and special-interest groups as he slaps together his own brand of liberalism . '","""moore is like an advanced bull in a china shop, a provocateur who plunges into ideas and interest groups while merging his own liberalism brand."
394,1,"the film reminds me of a vastly improved germanic version of my big fat greek wedding -- with better characters , some genuine quirkiness and at least a measure of style .","The film reminds me of a significantly improved German version of my great Greek wedding with better characters, some real peculiarities and at least a measure of style."
395,0,"the star who helped give a spark to `` chasing amy '' and `` changing lanes '' falls flat as thinking man cia agent jack ryan in this summer 's new action film , `` the sum of all fears . ''","The star that sparked to ""chase"" and ""changing lanes"" is falling flat as a thinking CIA agent Jack Ryan this summer ""the new action movie, the sum of all fears."""
396,1,"a good film with a solid pedigree both in front of and , more specifically , behind the camera .","a good film with a solid pedigree both before and, more precisely, behind the camera."
397,1,a marvelous performance by allison lohman as an identity-seeking foster child .,a wonderful achievement by Allison Lohman as an identity -seeking foster child.
398,0,a slow-moving police-procedural thriller that takes its title all too literally .,A slow -moving police processional thriller who takes his title too literally.
399,0,"since dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer , it misses a major opportunity to be truly revelatory about his psyche .","As Dahmer resorts to the standard Slasher Flick thriller, when he should be most in the mind of the killer, he misses a great opportunity to be truly vengeful about his psyche."
400,1,"leigh is n't breaking new ground , but he knows how a daily grind can kill love .","Leigh is not a novice, but he knows how a t -day grind of love can kill."
401,0,the master of disguise represents adam sandler 's latest attempt to dumb down the universe .,The master of disguise represents Adam Sandler's last attempt to silence the universe.
402,0,i ca n't say this enough : this movie is about an adult male dressed in pink jammies .,I cannot say this enough: this film is about a grown man dressed i n pink pajamas.
403,0,"-lrb- a -rrb- boldly stroked , luridly coloured , uni-dimensional nonsense machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain .","-lrb -a -rrb - boldly patterned, silently colored, one -dimensional nonsensical machine stroking the eyeballs as it evaporates like so much cryptanebula in the brain."
404,0,"once one experiences mr. haneke 's own sadistic tendencies toward his audience , one is left with a sour taste in one 's mouth , and little else .","Once you experience Mr. haneke's sadistic tendencies towards his audience, you stay with a sour taste in your mouth and little else."
405,1,"with so many bad romances out there , this is the kind of movie that deserves a chance to shine .","with so many bad romances out there, that's the kind of movie that deserves a chance to shine."
406,1,about schmidt is undoubtedly one of the finest films of the year .,about Schmidt is undoubtedly one of the best movies of the year.
407,1,"it does n't reach them , but the effort is gratefully received .","It does not reach them, but the effort is gratefully received."
408,1,- i also wanted a little alien as a friend !,I also wanted some aliens as a friend!
409,1,the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them .,the work of a filmmaker who has buried secrets in the heart of his story and knows how to take time to reveal them.
410,0,"for this sort of thing to work , we need agile performers , but the proficient , dull sorvino has no light touch , and rodan is out of his league .","In order for this to work, we need agile performers, but the skilled, blunt Sorvino has no easy touch, and Rodan is out of his league."
411,1,"juliette binoche 's sand is vivacious , but it 's hard to sense that powerhouse of 19th-century prose behind her childlike smile .","The sand of Juliette Binoche is lively, but it is hard to feel that the force of the 19th century. Prosas is behind her childish smile."
412,0,most of the storylines feel like time fillers between surf shots .,Most storylines feel like time fillers between surf shots.
413,1,a powerful performance from mel gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an m-16 .,a powerful performance by Mel Gibson and a brutal 90 -minute combat sequence that does anything but a dog day and an M -16.
414,1,woody allen has really found his groove these days .,Woody Allen has really found his groove these days.
415,0,the screenwriters dig themselves in deeper every time they toss logic and science into what is essentially a `` dungeons and dragons '' fantasy with modern military weaponry ...,"The writers dig deeper every time they throw logic and science into what is basically a ""Dungeons and Dragons"" fantasy with modern military weapons."
416,1,delirious fun .,It's hilarious.
417,0,what might have been acceptable on the printed page of iles ' book does not translate well to the screen .,What might have been acceptable on the printed page of iles' book does not translate well to the screen.
418,0,"ice cube is n't quite out of ripe screwball ideas , but friday after next spreads them pretty thin .","Ice cubes are not entirely made of mature screwball ideas, but Friday afterward they distribute rather thinly."
419,0,director david fincher and writer david koepp ca n't sustain it .,Director David Fincher and writer David Koepp cannot sustain it.
420,0,"mckay shows crushingly little curiosity about , or is ill-equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative .","mckay shows very little curiosity about the inner lives of the characters in his film, let alone include them in his story."
421,1,"what lifts the film high above run-of-the-filth gangster flicks is its refusal to recognise any of the signposts , as if discovering a way through to the bitter end without a map .","What elevates the film above the run -of -the -dirty gangster Flicks is his refusal to recognize one of the signposts, as if he discovers a path to the bitter end without a map."
422,0,it gets the details of its time frame right but it completely misses its emotions .,"It gets the details of its timeframe right, but it completely misses its emotions."
423,1,"entirely appropriately , the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn .",The story unfolds like a lazy summer afternoon and ends with the clear clarity of autumn dusk.
424,0,"what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance .","What we have is a character faced with the possibility that their lives are meaningless, threadless and without substance, in a film that is definitely meaningless, vague and without substance."
425,1,"with a cast of a-list brit actors , it is worth searching out .","with a cast of British actors, it's worth it, after."
426,1,"it 's refreshing that someone understands the need for the bad boy ; diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly .","It is refreshing that someone understands the necessity for the bad boy; Diesel, with its strong frame and cool, composed delivery, fits the bill perfectly."
427,0,"for all of its insights into the dream world of teen life , and its electronic expression through cyber culture , the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1\/2 - hour running time .","For all its insights into the dream world of teenage life and its electronic expression through cyber culture, the film does not give a quarter to anyone who wants to draw a coherent story from its second period of life."
